Date,High,Low,Open,Close,Volume,Adj Close,next_rtn,log_return,MA5,MA10,RASD5,RASD10,MACD,CCI,ATR,ub,middle,lb,MTM1,MTM3,ROC,WPR,NASDAQ,NASDAQ_100,VIX,S&P500,VXN,BOND_10y,BOND_13w,UUP
2012-01-03,119808.0,116864.0,118848.0,118976.0,280.0,114264.53125,0.001077005923532548,,,,,,,,,,,,,,,,2648.719970703125,2321.9599609375,22.969999313354492,1277.06005859375,23.020000457763672,1.9600000381469727,0.004999999888241291,22.280000686645508
2012-01-04,120832.0,116864.0,119616.0,117376.0,244.0,112727.8984375,-0.01872659176029967,-0.013539273429841132,,,,,,,,,,,-1600.0,,,,2648.360107421875,2329.7099609375,22.219999313354492,1277.300048828125,21.979999542236328,1.9950000047683716,0.009999999776482582,22.399999618530273
2012-01-05,119296.0,114240.0,118080.0,114368.0,283.0,109839.0078125,-0.03143631436314365,-0.025961208046941096,,,,,,,,,,,-3008.0,,,,2669.860107421875,2348.97998046875,21.479999542236328,1281.06005859375,21.399999618530273,1.9930000305175781,0.009999999776482582,22.639999389648438
2012-01-06,115584.0,112576.0,114176.0,113216.0,267.0,108732.6328125,-0.00840807174887892,-0.010123769453804077,,,,,,,,,,,-1152.0,-5760.0,,,2674.219970703125,2356.169921875,20.6299991607666,1277.81005859375,20.520000457763672,1.9609999656677246,0.014999999664723873,22.719999313354492
2012-01-09,115456.0,112256.0,112384.0,114240.0,163.0,109716.078125,0.016514806378132185,0.009003962095929175,115635.2,,,,,,,,,,1024.0,-3136.0,,,2676.56005859375,2350.64990234375,21.06999969482422,1280.699951171875,21.219999313354492,1.9600000381469727,0.004999999888241291,22.639999389648438
2012-01-10,112768.0,109696.0,110592.0,111872.0,397.0,107441.84375,0.011574074074074181,-0.02094620822711621,114214.4,,,,,,,,,,-2368.0,-2496.0,,,2702.5,2367.3798828125,20.690000534057617,1292.0799560546875,20.93000030517578,1.972000002861023,0.009999999776482582,22.6200008392334
2012-01-11,113152.0,110400.0,112000.0,111168.0,290.0,106765.7265625,-0.007428571428571451,-0.006312750122047568,112972.8,,,,,,,,,,-704.0,-2048.0,,,2710.760009765625,2372.25,21.049999237060547,1292.47998046875,21.18000030517578,1.9040000438690186,0.014999999664723873,22.719999313354492
2012-01-12,112832.0,109440.0,110464.0,109632.0,329.0,105290.5546875,-0.007531865585168052,-0.013913246643916166,112025.6,,,,,,,,,,-1536.0,-4608.0,,,2724.699951171875,2381.989990234375,20.469999313354492,1295.5,20.790000915527344,1.9329999685287476,0.019999999552965164,22.56999969482422
2012-01-13,113728.0,110848.0,111424.0,110848.0,380.0,106458.40625,-0.005169442848937389,0.01103064117847819,111552.0,,1677.5814293142225,,,,,,,,1216.0,-1024.0,,,2710.669921875,2371.97998046875,20.90999984741211,1289.0899658203125,21.3799991607666,1.8530000448226929,0.019999999552965164,22.75
2012-01-17,109184.0,106496.0,108032.0,108160.0,336.0,103876.8515625,0.0011848341232227888,-0.02454827929463369,110336.0,112985.6,1504.5509250323457,,,,,,,,-2688.0,-3008.0,,,2728.080078125,2393.239990234375,22.200000762939453,1293.6700439453125,22.209999084472656,1.850000023841858,0.019999999552965164,22.670000076293945
2012-01-18,107840.0,103616.0,107456.0,103744.0,364.0,99635.71875,-0.03454437164979152,-0.04168535563748849,108710.4,111462.4,1681.0194623817301,,,,,,,,-4416.0,-5888.0,,,2769.7099609375,2425.9599609375,20.889999389648438,1308.0400390625,21.290000915527344,1.8969999551773071,0.02500000037252903,22.469999313354492
2012-01-19,102720.0,101120.0,102208.0,101632.0,467.0,97607.359375,-0.005635566687539173,-0.020567828280281284,106803.2,109888.0,2132.7601978726852,,,,,,,,-2112.0,-9216.0,,,2788.330078125,2441.699951171875,19.8700008392334,1314.5,20.270000457763672,1.972000002861023,0.03999999910593033,22.350000381469727
2012-01-20,103168.0,101952.0,103040.0,102016.0,164.0,97976.1484375,-0.009937888198757738,0.0037711717485081125,105280.0,108652.8,2537.1773286323114,,,,,,,,384.0,-6144.0,,,2786.699951171875,2437.02001953125,18.280000686645508,1315.3800048828125,18.969999313354492,2.0280001163482666,0.03999999910593033,22.3700008392334
2012-01-23,103744.0,99840.0,102016.0,102016.0,259.0,97976.1484375,0.0,0.0,103513.6,107532.8,2718.97689255738,2198.2791609358014,,-121.09855705894265,,,,,0.0,-1728.0,,-89.63414634146342,2784.169921875,2437.219970703125,18.670000076293945,1316.0,19.420000076293945,2.066999912261963,0.03500000014901161,22.239999771118164
2012-01-24,103936.0,101696.0,103424.0,102528.0,213.0,98467.875,-0.008663366336633671,0.0050062870929158424,102387.2,106361.6,2604.680726155626,2054.6158255939863,,-90.45418856072979,3515.4285714285716,,,,512.0,896.0,,-87.19512195121952,2786.639892578125,2433.9599609375,18.90999984741211,1314.6500244140625,19.739999771118164,2.063999891281128,0.03500000014901161,22.270000457763672
2012-01-25,101696.0,97920.0,99520.0,98688.0,411.0,94779.9375,-0.00836012861736335,-0.03817259573274595,101376.0,105043.2,2339.622511628706,2010.3209870052185,,-115.89376305580453,3593.469387755102,,,,-3840.0,-3328.0,,-96.40718562874252,2818.31005859375,2465.659912109375,18.309999465942383,1326.06005859375,19.360000610351562,2.006999969482422,0.03500000014901161,22.170000076293945
2012-01-26,100992.0,96832.0,97344.0,99712.0,442.0,95763.390625,0.024326101249178222,0.010322711034719764,100992.0,103897.6,1935.6651425032244,2034.2126701879556,,-102.01800683017723,3633.9358600583096,,,,1024.0,-2304.0,,-84.64163822525597,2805.280029296875,2454.6298828125,18.56999969482422,1318.4300537109375,19.559999465942383,1.930999994277954,0.04500000178813934,22.149999618530273
2012-01-27,100416.0,98304.0,100416.0,98816.0,370.0,94902.859375,-0.015933715742511123,-0.0090266325897334,100352.0,102816.0,1534.142066414862,2035.6596975235875,,-90.04061344486894,3525.22615576843,,,,-896.0,-3712.0,,-89.34707903780068,2816.550048828125,2461.77001953125,18.530000686645508,1316.3299560546875,19.309999465942383,1.8980000019073486,0.05000000074505806,21.989999771118164
2012-01-30,102400.0,98112.0,101056.0,98560.0,319.0,94657.015625,-0.024699176694110148,-0.002593838889547569,99660.8,101587.2,1344.8906715526869,2031.933782055034,,-74.93883488725803,3579.7100017849707,,,,-256.0,-128.0,,-89.77272727272727,2811.93994140625,2465.320068359375,19.399999618530273,1313.010009765625,19.75,1.8370000123977661,0.04500000178813934,22.06999969482422
2012-01-31,99968.0,96512.0,97088.0,98112.0,229.0,94226.7421875,0.01054713249835193,-0.004555968038149466,98777.6,100582.4,1302.5445532246144,1953.6126396901211,,-89.32049167243156,3570.873573086044,120261.3424086502,106784.0,93306.6575913498,-448.0,-1600.0,,-90.70631970260223,2813.840087890625,2467.949951171875,19.440000534057617,1312.4100341796875,19.889999389648438,1.7990000247955322,0.054999999701976776,22.1200008392334
2012-02-01,97472.0,94656.0,96448.0,95808.0,373.0,92013.9921875,-0.006635700066357053,-0.02376337415544844,98201.6,99788.8,1288.921616982579,1814.272064305643,,-121.22450615057913,3562.668317865612,118688.39979789928,105625.6,92562.80020210073,-2304.0,-3008.0,,-93.95973154362416,2848.27001953125,2488.179931640625,18.549999237060547,1324.0899658203125,19.040000915527344,1.8459999561309814,0.054999999701976776,22.020000457763672
2012-02-02,95936.0,93888.0,94720.0,94848.0,280.0,91092.0,0.0013513513513514486,-0.010070669656615464,97228.8,99110.4,1306.362343085031,1621.0137427941281,,-129.8881837413118,3454.477723732354,117194.81274771725,104499.2,91803.58725228274,-960.0,-3712.0,,-95.16129032258064,2859.679931640625,2495.830078125,17.979999542236328,1325.5400390625,18.889999389648438,1.8250000476837158,0.07500000298023224,22.030000686645508
2012-02-03,92672.0,90624.0,92096.0,91008.0,348.0,87404.0625,-0.011813759555246661,-0.04132822154801826,95667.2,98009.6,1525.531999695689,1529.837033055276,,-182.24294729027469,3509.443600608615,116470.66497540915,103331.2,90191.73502459085,-3840.0,-7104.0,,-97.93103448275862,2905.659912109375,2529.169921875,17.100000381469727,1344.9000244140625,18.209999084472656,1.9490000009536743,0.07000000029802322,22.030000686645508
2012-02-06,92672.0,91008.0,91840.0,91072.0,186.0,87465.546875,-0.00836236933797907,0.0007032025490695171,94169.6,96915.2,1780.9772069840014,1562.9339392683446,,-153.44325897187238,3377.626200565142,115575.31885620282,102224.0,88872.68114379718,64.0,-4736.0,,-97.39776951672863,2901.989990234375,2528.300048828125,17.760000228881836,1344.3299560546875,18.649999618530273,1.9010000228881836,0.06499999761581421,22.040000915527344
2012-02-07,92480.0,90048.0,91264.0,90432.0,200.0,86850.8828125,-0.009116409537166859,-0.007052308392605175,92633.6,95705.6,2122.5687182590495,1712.5566357418327,,-131.7114164460694,3310.081471953346,114130.27546211619,101033.6,87936.92453788382,-640.0,-4416.0,,-97.23502304147466,2904.080078125,2532.06005859375,17.649999618530273,1347.050048828125,18.75,1.965999960899353,0.07999999821186066,21.889999389648438
2012-02-08,91456.0,89152.0,90432.0,89216.0,242.0,85683.0390625,-0.013446567586694935,-0.013537762003493135,91315.2,94758.4,2239.004095497421,1763.9628562400007,,-121.54756520428184,3238.218509670964,112970.87711683434,99900.8,86830.72288316567,-1216.0,-1792.0,,-99.56709956709956,2915.860107421875,2545.719970703125,18.15999984741211,1349.9599609375,18.989999771118164,1.975000023841858,0.07500000298023224,21.90999984741211
2012-02-09,89728.0,86848.0,88192.0,87168.0,313.0,83716.140625,-0.011611030478954953,-0.023223097514842982,89779.2,93504.0,2212.6886807422356,1759.5255119136339,,-129.76945854483932,3212.6314732658952,111819.55740457139,98700.8,85582.04259542862,-2048.0,-3904.0,,-98.12734082397004,2927.22998046875,2563.929931640625,18.6299991607666,1351.949951171875,18.899999618530273,2.046999931335449,0.08500000089406967,21.920000076293945
2012-02-10,89856.0,88256.0,89088.0,88960.0,323.0,85437.1875,-0.001436781609195359,0.0203496589202609,89369.6,92518.4,1939.8116949882701,1732.6718473419799,,-95.35250576386359,3175.1577966040454,110430.69835429134,97667.2,84903.70164570866,1792.0,-1472.0,,-87.64044943820225,2903.8798828125,2547.320068359375,20.790000915527344,1342.6400146484375,20.940000534057617,1.968999981880188,0.07999999821186066,22.059999465942383
2012-02-13,88192.0,86144.0,86976.0,86464.0,216.0,83040.015625,-0.005886681383370118,-0.028458849253109934,88448.0,91308.8,1674.365915755598,1727.6715613698002,,-110.44920692577789,3149.503668275185,108585.41059699308,96448.0,84310.58940300692,-2496.0,-2752.0,,-98.03149606299212,2931.389892578125,2569.489990234375,19.040000915527344,1351.77001953125,19.600000381469727,1.9900000095367432,0.0949999988079071,22.030000686645508
2012-02-14,88000.0,85760.0,87296.0,85824.0,295.0,82425.34375,-0.016862170087976525,-0.007429648172801629,87526.4,90080.0,1497.2699639997197,1809.919341129385,,-102.3089971267351,3084.539120541243,107055.85152744432,95331.2,83606.54847255567,-640.0,-1344.0,,-99.61538461538461,2931.830078125,2575.239990234375,19.540000915527344,1350.5,20.18000030517578,1.9240000247955322,0.10999999940395355,22.139999389648438
2012-02-15,88000.0,83200.0,84544.0,87744.0,705.0,84269.3203125,0.037850113550340625,0.022124904751906677,87232.0,89273.6,1335.5507787226775,1787.27743711005,,-96.42170065409755,3207.0720405025827,106031.87534712646,94531.2,83030.52465287353,1920.0,-1216.0,,-76.33333333333333,2915.830078125,2556.010009765625,21.139999389648438,1343.22998046875,22.350000381469727,1.930999994277954,0.10499999672174454,22.209999084472656
2012-02-16,88192.0,83712.0,87616.0,83968.0,537.0,80642.8515625,-0.041636230825420006,-0.04398769882300201,86592.0,88185.6,1382.1077087840742,1797.3981947631553,,-105.52763819095455,3297.9954661809693,105538.21998114404,93648.0,81757.78001885596,-3776.0,-2496.0,,-96.0,2959.85009765625,2592.2900390625,19.219999313354492,1358.0400390625,20.889999389648438,1.9930000305175781,0.0949999988079071,22.1299991607666
2012-02-17,85824.0,83776.0,83840.0,84800.0,224.0,81441.90625,0.011450381679389388,0.009859793994836316,85760.0,87564.8,1374.630165068942,1657.2209300286063,,-104.56380551167256,3208.7100757394714,104622.15503329012,92787.2,80952.24496670987,832.0,-1024.0,,-90.45801526717557,2951.780029296875,2584.239990234375,17.780000686645508,1361.22998046875,19.760000228881836,2.009999990463257,0.07500000298023224,22.1299991607666
2012-02-21,85632.0,82944.0,84544.0,84032.0,346.0,80704.328125,-0.006056018168054456,-0.009097753213038288,85273.6,86860.8,1367.7888186585456,1521.0773672070723,-7064.07708431482,-106.69384981311562,3171.516498900938,103512.47734739065,91888.0,80263.52265260935,-768.0,-3712.0,,-92.51101321585902,2948.570068359375,2590.239990234375,18.190000534057617,1362.2099609375,19.920000076293945,2.0450000762939453,0.07000000029802322,22.040000915527344
2012-02-22,85568.0,83840.0,84608.0,85120.0,222.0,81749.2421875,0.00605143721633894,0.01286433373892788,85132.8,86329.6,1374.1385948405077,1435.7042794201143,-6792.692919377761,-83.54237932345107,3068.408177550871,101908.75851321587,91017.6,80126.44148678414,1088.0,1152.0,,-83.25123152709361,2933.169921875,2579.780029296875,18.190000534057617,1357.6600341796875,19.719999313354492,2.005000114440918,0.07999999821186066,22.06999969482422
2012-02-23,86080.0,83136.0,84992.0,83520.0,291.0,80212.6015625,-0.017319277108433728,-0.018975910612897995,84288.0,85760.0,1275.311591620944,1305.4311851718114,-6630.295719847272,-91.24742846455983,3059.5218791543803,101019.8898217541,90259.2,79498.5101782459,-1600.0,-1280.0,,-94.07894736842105,2956.97998046875,2594.929931640625,16.799999237060547,1363.4599609375,18.40999984741211,1.9839999675750732,0.08500000089406967,21.899999618530273
2012-02-24,83328.0,82176.0,82752.0,82624.0,254.0,79352.0703125,-0.0015467904098994678,-0.010786091716996763,84019.2,85305.6,1114.8658710956647,1248.48678993987,-6498.97830460433,-123.14433326793576,2936.984602071924,99732.46276753835,89404.8,79077.13723246165,-896.0,-1408.0,,-95.73170731707317,2963.75,2604.2099609375,17.309999465942383,1365.739990234375,18.270000457763672,1.9769999980926514,0.09000000357627869,21.809999465942383
2012-02-27,85056.0,81472.0,84160.0,82368.0,323.0,79106.2109375,-0.02129277566539922,-0.0031031457662254736,83532.8,84646.4,1052.0665763704303,1213.3483707196867,-6342.453511412808,-105.37313432835847,2983.199987638215,98387.72635662898,88582.4,78777.07364337101,-256.0,-2752.0,,-91.86046511627907,2966.159912109375,2606.760009765625,18.190000534057617,1367.5899658203125,19.420000076293945,1.9220000505447388,0.10000000149011612,21.8799991607666
2012-02-28,82368.0,79808.0,82048.0,79872.0,354.0,76709.0546875,-0.026521060842433664,-0.030771637063085187,82700.8,83987.2,1113.234862784461,1240.511840721504,-6346.652565050055,-160.1036647685793,2952.971417092628,97024.33856044027,87648.0,78271.66143955973,-2496.0,-3648.0,,-99.45054945054945,2986.760009765625,2633.4599609375,17.959999084472656,1372.1800537109375,19.549999237060547,1.9290000200271606,0.0949999988079071,21.780000686645508
2012-02-29,81600.0,78784.0,79552.0,80896.0,474.0,77692.5234375,0.016894609814963824,0.012739274590713638,81856.0,83494.4,1098.0272122441613,1236.0829035423353,-6195.9292872439255,-151.1610316920048,2943.1877444431548,95282.53164979472,86787.2,78291.86835020527,1024.0,-1728.0,,-80.92485549132948,2966.889892578125,2623.10009765625,18.43000030517578,1365.6800537109375,19.829999923706055,1.9769999980926514,0.07500000298023224,21.959999084472656
2012-03-01,80640.0,78720.0,79808.0,78848.0,280.0,75725.609375,-0.012028869286287103,-0.02564262519700679,80921.6,82604.8,1269.331216877104,1272.321404249025,-6170.605587683618,-151.73943173943147,2888.3886198400724,94040.15405739368,85939.2,77838.24594260631,-2048.0,-3520.0,,-98.85057471264368,2988.969970703125,2643.5400390625,17.260000228881836,1374.0899658203125,18.68000030517578,2.0369999408721924,0.07000000029802322,21.959999084472656
2012-03-02,79872.0,78336.0,79104.0,79104.0,266.0,75971.46875,0.0,0.0032414545264780443,80217.6,82118.4,1348.0471615776478,1231.4565163366572,-6060.02313831092,-131.3964939925155,2791.7894327086387,92676.4514484445,85152.0,77627.5485515555,256.0,-768.0,,-92.20779220779221,2976.18994140625,2641.580078125,17.290000915527344,1369.6300048828125,18.229999542236328,1.9859999418258667,0.05999999865889549,22.110000610351562
2012-03-05,82240.0,78976.0,79424.0,81472.0,374.0,78245.6953125,0.025785656728444906,0.029495957308516525,80038.4,81785.6,1351.1836254171812,1201.6251008938066,-5715.4240895054245,-66.28787878787907,2825.518758943736,91855.5864408539,84675.2,77494.81355914609,2368.0,576.0,,-68.18181818181819,2950.47998046875,2614.919921875,18.049999237060547,1364.3299560546875,19.56999969482422,2.005000114440918,0.05999999865889549,22.09000015258789
2012-03-06,85184.0,83392.0,83968.0,83904.0,521.0,80581.3828125,-0.0007621951219511924,0.029413824430618577,80844.8,81772.8,1375.2315131768569,1244.23318798066,-5186.3003436947765,43.51406500510094,2888.8388475906117,90872.65898567054,84316.8,77760.94101432947,2432.0,5056.0,,-43.506493506493506,2910.320068359375,2588.949951171875,20.8700008392334,1343.3599853515625,21.420000076293945,1.944000005722046,0.07000000029802322,22.229999542236328
2012-03-07,83136.0,81408.0,82816.0,82048.0,293.0,78798.890625,-0.009273570324574987,-0.02236872195504786,81075.2,81465.6,1493.756518442514,1295.8918653433388,-4860.698544627245,-13.563936263912925,2860.778929905568,89883.1433303916,83897.6,77912.05666960841,-1856.0,2944.0,,-62.33766233766234,2935.68994140625,2607.85009765625,19.06999969482422,1352.6300048828125,20.420000076293945,1.972000002861023,0.07500000298023224,22.200000762939453
2012-03-08,81024.0,78656.0,80512.0,79296.0,340.0,76155.875,-0.015103338632750374,-0.03411669167542403,81164.8,81043.2,1564.4941622653337,1416.91268957122,-4769.737607527291,-91.24643196955348,2898.72329205517,89182.64953792948,83401.6,77620.55046207053,-2752.0,-2176.0,,-87.60330578512396,2970.419921875,2637.179931640625,17.950000762939453,1365.9100341796875,19.049999237060547,2.0139999389648438,0.07500000298023224,22.049999237060547
2012-03-09,79104.0,77952.0,78976.0,78400.0,260.0,75295.3359375,-0.007293354943273878,-0.011364033579897077,81024.0,80620.8,1700.6120801781235,1524.3296208778868,-4715.591715411632,-112.96000000000039,2787.6716283369433,88863.86116973357,82963.2,77062.53883026642,-896.0,-5504.0,,-94.48818897637796,2988.340087890625,2646.85009765625,17.110000610351562,1370.8699951171875,18.110000610351562,2.0380001068115234,0.07999999821186066,22.260000228881836
2012-03-12,79360.0,77952.0,78400.0,78272.0,165.0,75172.40625,-0.0016326530612245094,-0.0016339676938481578,80384.0,80211.2,1943.3336773114384,1647.258651364311,-4629.6416094473825,-97.70431588613401,2689.1236548843044,87986.1931154812,82428.8,76871.4068845188,-128.0,-3776.0,,-96.06299212598425,2983.659912109375,2646.85009765625,15.640000343322754,1371.0899658203125,16.709999084472656,2.0309998989105225,0.07500000298023224,22.229999542236328
2012-03-13,77312.0,73792.0,76928.0,73792.0,497.0,70869.828125,-0.040765391014975005,-0.05893943784857789,78361.6,79603.2,2108.8449387672586,1742.0382259720586,-4866.92125167542,-192.80688037529356,2817.0433938211395,88193.72462994388,81795.2,75396.67537005611,-4480.0,-5504.0,,-100.0,3039.8798828125,2697.429931640625,14.800000190734863,1395.949951171875,16.440000534057617,2.1070001125335693,0.07999999821186066,22.299999237060547
2012-03-14,74368.0,72256.0,73600.0,72960.0,393.0,70070.7578125,-0.008695652173912993,-0.011339230202301747,76544.0,78809.6,2254.6472417087484,1874.2018800756323,-5063.73098559567,-201.2045401899468,2766.683151405344,88338.9463891142,81152.0,73965.0536108858,-832.0,-5440.0,,-94.55445544554455,3040.72998046875,2708.409912109375,15.3100004196167,1394.280029296875,17.59000015258789,2.2739999294281006,0.07999999821186066,22.420000076293945
